# level nx ny res_l2_norm
2 32 32 5.038619e-05
3 16 16 1.602765e-05
4 8 8 3.971935e-06
1 64 64 1.278103e-04
2 32 32 4.334208e-05
3 16 16 1.378632e-05
4 8 8 3.415422e-06
1 64 64 1.099448e-04
2 32 32 3.728334e-05
3 16 16 1.185862e-05
4 8 8 2.937009e-06
1 64 64 9.457752e-05
2 32 32 3.207178e-05
3 16 16 1.020055e-05
4 8 8 2.525696e-06
1 64 64 8.135841e-05
2 32 32 2.758876e-05
3 16 16 8.774349e-06
4 8 8 2.172048e-06
1 64 64 6.998686e-05
2 32 32 2.373232e-05
3 16 16 7.547552e-06
4 8 8 1.867960e-06
1 64 64 6.020452e-05
2 32 32 2.041484e-05
3 16 16 6.492266e-06
4 8 8 1.606475e-06
1 64 64 5.178925e-05
2 32 32 1.756099e-05
3 16 16 5.584506e-06
4 8 8 1.381615e-06
1 64 64 4.455002e-05
2 32 32 1.510596e-05
3 16 16 4.803647e-06
4 8 8 1.188245e-06
1 64 64 3.832251e-05
2 32 32 1.299405e-05
3 16 16 4.131950e-06
4 8 8 1.021950e-06
1 64 64 3.296541e-05
2 32 32 1.117730e-05
3 16 16 3.554156e-06
4 8 8 8.789360e-07
1 64 64 2.835712e-05
2 32 32 9.614476e-06
3 16 16 3.057141e-06
4 8 8 7.559415e-07
1 64 64 2.439303e-05
2 32 32 8.270105e-06
3 16 16 2.629614e-06
4 8 8 6.501626e-07
1 64 64 2.098317e-05
2 32 32 7.113662e-06
3 16 16 2.261863e-06
4 8 8 5.591884e-07
1 64 64 1.805010e-05
2 32 32 6.118887e-06
3 16 16 1.945532e-06
4 8 8 4.809461e-07
1 64 64 1.552722e-05
2 32 32 5.263188e-06
3 16 16 1.673434e-06
4 8 8 4.136532e-07
1 64 64 1.335723e-05
2 32 32 4.527128e-06
3 16 16 1.439384e-06
4 8 8 3.557771e-07
1 64 64 1.149083e-05
2 32 32 3.893986e-06
3 16 16 1.238065e-06
4 8 8 3.059996e-07
1 64 64 9.885614e-06
2 32 32 3.349376e-06
3 16 16 1.064899e-06
4 8 8 2.631873e-07
1 64 64 8.505101e-06
2 32 32 2.880922e-06
3 16 16 9.159507e-07
4 8 8 2.263654e-07
1 64 64 7.317911e-06
2 32 32 2.477978e-06
3 16 16 7.878336e-07
4 8 8 1.946955e-07
1 64 64 6.297055e-06
2 32 32 2.131385e-06
3 16 16 6.776349e-07
4 8 8 1.674567e-07
1 64 64 5.419319e-06
2 32 32 1.833264e-06
3 16 16 5.828490e-07
4 8 8 1.440290e-07
1 64 64 4.664740e-06
2 32 32 1.576837e-06
3 16 16 5.013205e-07
4 8 8 1.238791e-07
1 64 64 4.016149e-06
2 32 32 1.356274e-06
3 16 16 4.311954e-07
4 8 8 1.065483e-07
1 64 64 3.458788e-06
2 32 32 1.166561e-06
3 16 16 3.708788e-07
4 8 8 9.164215e-08
1 64 64 2.979966e-06
2 32 32 1.003382e-06
3 16 16 3.189990e-07
4 8 8 7.882149e-08
1 64 64 2.568775e-06
2 32 32 8.630273e-07
3 16 16 2.743760e-07
4 8 8 6.779448e-08
1 64 64 2.215843e-06
2 32 32 7.423045e-07
3 16 16 2.359947e-07
4 8 8 5.831018e-08
1 64 64 1.913116e-06
2 32 32 6.384679e-07
3 16 16 2.029823e-07
4 8 8 5.015274e-08
1 64 64 1.653677e-06
2 32 32 5.491557e-07
3 16 16 1.745877e-07
4 8 8 4.313653e-08
1 64 64 1.431583e-06
2 32 32 4.723365e-07
3 16 16 1.501650e-07
4 8 8 3.710189e-08
1 64 64 1.241732e-06
2 32 32 4.062629e-07
3 16 16 1.291587e-07
4 8 8 3.191149e-08
1 64 64 1.079742e-06
2 32 32 3.494318e-07
3 16 16 1.110908e-07
4 8 8 2.744721e-08
1 64 64 9.418443e-07
2 32 32 3.005504e-07
3 16 16 9.555039e-08
4 8 8 2.360747e-08
1 64 64 8.247953e-07
2 32 32 2.585068e-07
3 16 16 8.218388e-08
4 8 8 2.030491e-08
1 64 64 7.257952e-07
2 32 32 2.223445e-07
3 16 16 7.068717e-08
4 8 8 1.746436e-08
1 64 64 6.424165e-07
2 32 32 1.912409e-07
3 16 16 6.079872e-08
4 8 8 1.502119e-08
1 64 64 5.725419e-07
2 32 32 1.644882e-07
3 16 16 5.229355e-08
4 8 8 1.291981e-08
1 64 64 5.143108e-07
2 32 32 1.414779e-07
3 16 16 4.497816e-08
4 8 8 1.111240e-08
1 64 64 4.660742e-07
2 32 32 1.216865e-07
3 16 16 3.868612e-08
4 8 8 9.557847e-09
1 64 64 4.263611e-07
2 32 32 1.046637e-07
3 16 16 3.327427e-08
4 8 8 8.220763e-09
1 64 64 3.938543e-07
2 32 32 9.002218e-08
3 16 16 2.861949e-08
4 8 8 7.070730e-09
1 64 64 3.673769e-07
2 32 32 7.742888e-08
3 16 16 2.461587e-08
4 8 8 6.081580e-09
1 64 64 3.458846e-07
2 32 32 6.659725e-08
3 16 16 2.117232e-08
4 8 8 5.230807e-09
1 64 64 3.284631e-07
2 32 32 5.728087e-08
3 16 16 1.821048e-08
4 8 8 4.499052e-09
1 64 64 3.143256e-07
2 32 32 4.926776e-08
3 16 16 1.566299e-08
4 8 8 3.869665e-09
1 64 64 3.028068e-07
2 32 32 4.237561e-08
3 16 16 1.347186e-08
4 8 8 3.328325e-09
1 64 64 2.933554e-07
2 32 32 3.644761e-08
3 16 16 1.158726e-08
4 8 8 2.862715e-09
1 64 64 2.855224e-07
2 32 32 3.134888e-08
3 16 16 9.966292e-09
4 8 8 2.462241e-09
1 64 64 2.789481e-07
2 32 32 2.696343e-08
3 16 16 8.572087e-09
4 8 8 2.117790e-09
1 64 64 2.733481e-07
2 32 32 2.319146e-08
3 16 16 7.372920e-09
4 8 8 1.821526e-09
1 64 64 2.684999e-07
2 32 32 1.994716e-08
3 16 16 6.341506e-09
4 8 8 1.566708e-09
1 64 64 2.642315e-07
2 32 32 1.715671e-08
3 16 16 5.454379e-09
4 8 8 1.347536e-09
1 64 64 2.604106e-07
2 32 32 1.475662e-08
3 16 16 4.691354e-09
4 8 8 1.159026e-09
1 64 64 2.569357e-07
2 32 32 1.269228e-08
3 16 16 4.035070e-09
4 8 8 9.968862e-10
1 64 64 2.537300e-07
2 32 32 1.091673e-08
3 16 16 3.470594e-09
4 8 8 8.574289e-10
1 64 64 2.507347e-07
2 32 32 9.389566e-09
3 16 16 2.985085e-09
4 8 8 7.374808e-10
1 64 64 2.479055e-07
2 32 32 8.076038e-09
3 16 16 2.567494e-09
4 8 8 6.343125e-10
1 64 64 2.452088e-07
2 32 32 6.946262e-09
3 16 16 2.208322e-09
4 8 8 5.455768e-10
1 64 64 2.426189e-07
2 32 32 5.974533e-09
3 16 16 1.899394e-09
4 8 8 4.692545e-10
1 64 64 2.401167e-07
2 32 32 5.138742e-09
3 16 16 1.633683e-09
4 8 8 4.036092e-10
1 64 64 2.376874e-07
2 32 32 4.419871e-09
3 16 16 1.405144e-09
4 8 8 3.471472e-10
1 64 64 2.353198e-07
2 32 32 3.801565e-09
3 16 16 1.208575e-09
4 8 8 2.985838e-10
1 64 64 2.330053e-07
2 32 32 3.269755e-09
3 16 16 1.039504e-09
4 8 8 2.568141e-10
1 64 64 2.307374e-07
2 32 32 2.812341e-09
3 16 16 8.940854e-10
4 8 8 2.208877e-10
1 64 64 2.285109e-07
2 32 32 2.418916e-09
3 16 16 7.690096e-10
4 8 8 1.899871e-10
1 64 64 2.263219e-07
2 32 32 2.080528e-09
3 16 16 6.614309e-10
4 8 8 1.634093e-10
1 64 64 2.241672e-07
2 32 32 1.789478e-09
3 16 16 5.689017e-10
4 8 8 1.405495e-10
1 64 64 2.220444e-07
2 32 32 1.539144e-09
3 16 16 4.893166e-10
4 8 8 1.208877e-10
1 64 64 2.199515e-07
2 32 32 1.323829e-09
3 16 16 4.208649e-10
4 8 8 1.039764e-10
1 64 64 2.178869e-07
2 32 32 1.138636e-09
3 16 16 3.619890e-10
4 8 8 8.943082e-11
1 64 64 2.158492e-07
2 32 32 9.793498e-10
3 16 16 3.113495e-10
4 8 8 7.692009e-11
1 64 64 2.138372e-07
2 32 32 8.423465e-10
3 16 16 2.677940e-10
4 8 8 6.615953e-11
1 64 64 2.118501e-07
2 32 32 7.245091e-10
3 16 16 2.303316e-10
4 8 8 5.690429e-11
1 64 64 2.098869e-07
2 32 32 6.231563e-10
3 16 16 1.981099e-10
4 8 8 4.894379e-11
1 64 64 2.079470e-07
2 32 32 5.359821e-10
3 16 16 1.703958e-10
4 8 8 4.209690e-11
1 64 64 2.060297e-07
2 32 32 4.610030e-10
3 16 16 1.465587e-10
4 8 8 3.620785e-11
1 64 64 2.041344e-07
2 32 32 3.965130e-10
3 16 16 1.260562e-10
4 8 8 3.114263e-11
1 64 64 2.022605e-07
2 32 32 3.410448e-10
3 16 16 1.084219e-10
4 8 8 2.678599e-11
1 64 64 2.004076e-07
2 32 32 2.933363e-10
3 16 16 9.325449e-11
4 8 8 2.303882e-11
1 64 64 1.985752e-07
2 32 32 2.523021e-10
3 16 16 8.020887e-11
4 8 8 1.981585e-11
1 64 64 1.967629e-07
2 32 32 2.170084e-10
3 16 16 6.898825e-11
4 8 8 1.704375e-11
1 64 64 1.949702e-07
2 32 32 1.866522e-10
3 16 16 5.933731e-11
4 8 8 1.465945e-11
1 64 64 1.931968e-07
2 32 32 1.605429e-10
3 16 16 5.103646e-11
4 8 8 1.260869e-11
1 64 64 1.914423e-07
2 32 32 1.380863e-10
3 16 16 4.389684e-11
4 8 8 1.084482e-11
1 64 64 1.897064e-07
2 32 32 1.187715e-10
3 16 16 3.775600e-11
4 8 8 9.327705e-12
1 64 64 1.879887e-07
2 32 32 1.021591e-10
3 16 16 3.247423e-11
4 8 8 8.022821e-12
1 64 64 1.862888e-07
2 32 32 8.787101e-11
3 16 16 2.793133e-11
4 8 8 6.900481e-12
1 64 64 1.846066e-07
2 32 32 7.558214e-11
3 16 16 2.402396e-11
4 8 8 5.935148e-12
1 64 64 1.829416e-07
2 32 32 6.501288e-11
3 16 16 2.066320e-11
4 8 8 5.104858e-12
1 64 64 1.812937e-07
2 32 32 5.592275e-11
3 16 16 1.777259e-11
4 8 8 4.390719e-12
1 64 64 1.796625e-07
2 32 32 4.810489e-11
3 16 16 1.528636e-11
4 8 8 3.776484e-12
1 64 64 1.780478e-07
2 32 32 4.138141e-11
3 16 16 1.314794e-11
4 8 8 3.248176e-12
1 64 64 1.764492e-07
2 32 32 3.559932e-11
3 16 16 1.130868e-11
4 8 8 2.793774e-12
1 64 64 1.748667e-07
2 32 32 3.062703e-11
3 16 16 9.726715e-12
4 8 8 2.402940e-12
1 64 64 1.732998e-07
2 32 32 2.635139e-11
3 16 16 8.366065e-12
4 8 8 2.066781e-12
1 64 64 1.717484e-07
2 32 32 2.267508e-11
3 16 16 7.195768e-12
4 8 8 1.777648e-12
1 64 64 1.702123e-07
2 32 32 1.951442e-11
3 16 16 6.189195e-12
4 8 8 1.528963e-12
1 64 64 1.686913e-07
2 32 32 1.679747e-11
3 16 16 5.323445e-12
4 8 8 1.315067e-12
1 64 64 1.671850e-07
2 32 32 1.446235e-11
3 16 16 4.578817e-12
4 8 8 1.131094e-12
1 64 64 1.656934e-07
2 32 32 1.245589e-11
3 16 16 3.938370e-12
4 8 8 9.728576e-13
1 64 64 1.642162e-07
2 32 32 1.073238e-11
3 16 16 3.387530e-12
4 8 8 8.367576e-13
1 64 64 1.627532e-07
2 32 32 9.252531e-12
3 16 16 2.913766e-12
4 8 8 7.196972e-13
1 64 64 1.613043e-07
2 32 32 7.982585e-12
3 16 16 2.506296e-12
4 8 8 6.190130e-13
1 64 64 1.598692e-07
2 32 32 6.893544e-12
3 16 16 2.155848e-12
4 8 8 5.324140e-13
1 64 64 1.584478e-07
2 32 32 5.960502e-12
3 16 16 1.854450e-12
4 8 8 4.579300e-13
1 64 64 1.570399e-07
2 32 32 5.162072e-12
3 16 16 1.595242e-12
4 8 8 3.938661e-13
1 64 64 1.556453e-07
2 32 32 4.479884e-12
3 16 16 1.372326e-12
4 8 8 3.387647e-13
1 64 64 1.542638e-07
2 32 32 3.898160e-12
3 16 16 1.180630e-12
4 8 8 2.913720e-13
1 64 64 1.528954e-07
2 32 32 3.403331e-12
3 16 16 1.015790e-12
4 8 8 2.506098e-13
1 64 64 1.515397e-07
2 32 32 2.983711e-12
3 16 16 8.740555e-13
4 8 8 2.155504e-13
1 64 64 1.501968e-07
2 32 32 2.629201e-12
3 16 16 7.521999e-13
4 8 8 1.853963e-13
1 64 64 1.488664e-07
2 32 32 2.331033e-12
3 16 16 6.474496e-13
4 8 8 1.594612e-13
1 64 64 1.475484e-07
2 32 32 2.081543e-12
3 16 16 5.574196e-13
4 8 8 1.371551e-13
1 64 64 1.462426e-07
2 32 32 1.873982e-12
3 16 16 4.800594e-13
4 8 8 1.179704e-13
1 64 64 1.449489e-07
2 32 32 1.702353e-12
3 16 16 4.136070e-13
4 8 8 1.014706e-13
1 64 64 1.436672e-07
2 32 32 1.561298e-12
3 16 16 3.565476e-13
4 8 8 8.728017e-14
1 64 64 1.423972e-07
2 32 32 1.446020e-12
3 16 16 3.075801e-13
4 8 8 7.507624e-14
1 64 64 1.411390e-07
2 32 32 1.352235e-12
3 16 16 2.655863e-13
4 8 8 6.458108e-14
1 64 64 1.398923e-07
2 32 32 1.276155e-12
3 16 16 2.296063e-13
4 8 8 5.555588e-14
1 64 64 1.386571e-07
2 32 32 1.214478e-12
3 16 16 1.988155e-13
4 8 8 4.779522e-14
1 64 64 1.374332e-07
2 32 32 1.164374e-12
3 16 16 1.725060e-13
4 8 8 4.112248e-14
1 64 64 1.362204e-07
2 32 32 1.123467e-12
3 16 16 1.500695e-13
4 8 8 3.538575e-14
1 64 64 1.350187e-07
2 32 32 1.089797e-12
3 16 16 1.309834e-13
4 8 8 3.045447e-14
1 64 64 1.338279e-07
2 32 32 1.061776e-12
3 16 16 1.147972e-13
4 8 8 2.621632e-14
1 64 64 1.326480e-07
2 32 32 1.038136e-12
3 16 16 1.011222e-13
4 8 8 2.257479e-14
1 64 64 1.314788e-07
2 32 32 1.017880e-12
3 16 16 8.962067e-14
4 8 8 1.944692e-14
1 64 64 1.303201e-07
2 32 32 1.000231e-12
3 16 16 7.999778e-14
4 8 8 1.676143e-14
1 64 64 1.291720e-07
2 32 32 9.845894e-13
3 16 16 7.199358e-14
4 8 8 1.445703e-14
1 64 64 1.280342e-07
2 32 32 9.704949e-13
3 16 16 6.537737e-14
4 8 8 1.248114e-14
1 64 64 1.269068e-07
2 32 32 9.575964e-13
3 16 16 5.994281e-14
4 8 8 1.078854e-14
1 64 64 1.257895e-07
2 32 32 9.456274e-13
3 16 16 5.550496e-14
4 8 8 9.340449e-15
1 64 64 1.246822e-07
2 32 32 9.343856e-13
3 16 16 5.189857e-14
4 8 8 8.103572e-15
1 64 64 1.235849e-07
2 32 32 9.237182e-13
3 16 16 4.897729e-14
4 8 8 7.049283e-15
1 64 64 1.224975e-07
2 32 32 9.135096e-13
3 16 16 4.661334e-14
4 8 8 6.152975e-15
1 64 64 1.214198e-07
2 32 32 9.036725e-13
3 16 16 4.469721e-14
4 8 8 5.393484e-15
1 64 64 1.203518e-07
2 32 32 8.941409e-13
3 16 16 4.313674e-14
4 8 8 4.752475e-15
1 64 64 1.192934e-07
2 32 32 8.848648e-13
3 16 16 4.185597e-14
4 8 8 4.214077e-15
1 64 64 1.182445e-07
2 32 32 8.758063e-13
3 16 16 4.079327e-14
4 8 8 3.764361e-15
1 64 64 1.172049e-07
2 32 32 8.669364e-13
3 16 16 3.989949e-14
4 8 8 3.391036e-15
1 64 64 1.161747e-07
2 32 32 8.582331e-13
3 16 16 3.913596e-14
4 8 8 3.083174e-15
1 64 64 1.151536e-07
2 32 32 8.496795e-13
3 16 16 3.847257e-14
4 8 8 2.830984e-15
1 64 64 1.141417e-07
2 32 32 8.412623e-13
3 16 16 3.788609e-14
4 8 8 2.625674e-15
1 64 64 1.131387e-07
2 32 32 8.329714e-13
3 16 16 3.735868e-14
4 8 8 2.459350e-15
1 64 64 1.121447e-07
2 32 32 8.247986e-13
3 16 16 3.687681e-14
4 8 8 2.325074e-15
1 64 64 1.111596e-07
2 32 32 8.167375e-13
3 16 16 3.643015e-14
4 8 8 2.216760e-15
1 64 64 1.101833e-07
2 32 32 8.087828e-13
3 16 16 3.601093e-14
4 8 8 2.129243e-15
1 64 64 1.092156e-07
2 32 32 8.009303e-13
3 16 16 3.561325e-14
4 8 8 2.058160e-15
1 64 64 1.082565e-07
2 32 32 7.931762e-13
3 16 16 3.523267e-14
4 8 8 1.999941e-15
1 64 64 1.073060e-07
2 32 32 7.855177e-13
3 16 16 3.486583e-14
4 8 8 1.951704e-15
1 64 64 1.063638e-07
2 32 32 7.779520e-13
3 16 16 3.451022e-14
4 8 8 1.911161e-15
1 64 64 1.054301e-07
2 32 32 7.704767e-13
3 16 16 3.416393e-14
4 8 8 1.876523e-15
1 64 64 1.045046e-07
2 32 32 7.630898e-13
3 16 16 3.382551e-14
4 8 8 1.846394e-15
1 64 64 1.035874e-07
2 32 32 7.557894e-13
3 16 16 3.349388e-14
4 8 8 1.819713e-15
1 64 64 1.026782e-07
2 32 32 7.485737e-13
3 16 16 3.316820e-14
4 8 8 1.795660e-15
1 64 64 1.017772e-07
2 32 32 7.414411e-13
3 16 16 3.284784e-14
4 8 8 1.773622e-15
1 64 64 1.008841e-07
2 32 32 7.343900e-13
3 16 16 3.253231e-14
4 8 8 1.753131e-15
1 64 64 9.999888e-08
2 32 32 7.274190e-13
3 16 16 3.222122e-14
4 8 8 1.733836e-15
1 64 64 9.912152e-08
2 32 32 7.205268e-13
3 16 16 3.191430e-14
4 8 8 1.715473e-15
1 64 64 9.825192e-08
2 32 32 7.137119e-13
3 16 16 3.161130e-14
4 8 8 1.697846e-15
1 64 64 9.739001e-08
2 32 32 7.069731e-13
3 16 16 3.131204e-14
4 8 8 1.680807e-15
1 64 64 9.653572e-08
2 32 32 7.003091e-13
3 16 16 3.101636e-14
4 8 8 1.664244e-15
1 64 64 9.568897e-08
2 32 32 6.937189e-13
3 16 16 3.072414e-14
4 8 8 1.648074e-15
1 64 64 9.484970e-08
2 32 32 6.872011e-13
3 16 16 3.043528e-14
4 8 8 1.632238e-15
1 64 64 9.401785e-08
2 32 32 6.807547e-13
3 16 16 3.014969e-14
4 8 8 1.616685e-15
1 64 64 9.319333e-08
2 32 32 6.743785e-13
3 16 16 2.986728e-14
4 8 8 1.601383e-15
1 64 64 9.237609e-08
2 32 32 6.680716e-13
3 16 16 2.958799e-14
4 8 8 1.586307e-15
1 64 64 9.156606e-08
2 32 32 6.618328e-13
3 16 16 2.931176e-14
4 8 8 1.571434e-15
1 64 64 9.076318e-08
2 32 32 6.556611e-13
3 16 16 2.903852e-14
4 8 8 1.556750e-15
1 64 64 8.996737e-08
2 32 32 6.495556e-13
3 16 16 2.876824e-14
4 8 8 1.542245e-15
1 64 64 8.917858e-08
2 32 32 6.435152e-13
3 16 16 2.850084e-14
4 8 8 1.527907e-15
1 64 64 8.839674e-08
2 32 32 6.375391e-13
3 16 16 2.823630e-14
4 8 8 1.513732e-15
1 64 64 8.762179e-08
2 32 32 6.316262e-13
3 16 16 2.797457e-14
4 8 8 1.499713e-15
1 64 64 8.685367e-08
2 32 32 6.257757e-13
3 16 16 2.771560e-14
4 8 8 1.485846e-15
1 64 64 8.609231e-08
2 32 32 6.199867e-13
3 16 16 2.745934e-14
4 8 8 1.472126e-15
1 64 64 8.533765e-08
2 32 32 6.142583e-13
3 16 16 2.720577e-14
4 8 8 1.458550e-15
1 64 64 8.458964e-08
2 32 32 6.085897e-13
3 16 16 2.695485e-14
4 8 8 1.445115e-15
1 64 64 8.384821e-08
2 32 32 6.029800e-13
3 16 16 2.670653e-14
4 8 8 1.431819e-15
1 64 64 8.311331e-08
2 32 32 5.974284e-13
3 16 16 2.646078e-14
4 8 8 1.418661e-15
1 64 64 8.238487e-08
2 32 32 5.919342e-13
3 16 16 2.621756e-14
4 8 8 1.405639e-15
1 64 64 8.166285e-08
2 32 32 5.864964e-13
3 16 16 2.597684e-14
4 8 8 1.392749e-15
1 64 64 8.094717e-08
2 32 32 5.811144e-13
3 16 16 2.573859e-14
4 8 8 1.379989e-15
1 64 64 8.023779e-08
2 32 32 5.757875e-13
3 16 16 2.550277e-14
4 8 8 1.367358e-15
1 64 64 7.953464e-08
2 32 32 5.705148e-13
3 16 16 2.526935e-14
4 8 8 1.354854e-15
1 64 64 7.883768e-08
2 32 32 5.652957e-13
3 16 16 2.503829e-14
4 8 8 1.342479e-15
1 64 64 7.814684e-08
2 32 32 5.601295e-13
3 16 16 2.480957e-14
4 8 8 1.330225e-15
1 64 64 7.746208e-08
2 32 32 5.550154e-13
3 16 16 2.458316e-14
4 8 8 1.318095e-15
1 64 64 7.678333e-08
2 32 32 5.499527e-13
3 16 16 2.435903e-14
4 8 8 1.306087e-15
1 64 64 7.611055e-08
2 32 32 5.449409e-13
3 16 16 2.413714e-14
4 8 8 1.294198e-15
1 64 64 7.544368e-08
2 32 32 5.399793e-13
3 16 16 2.391747e-14
4 8 8 1.282428e-15
1 64 64 7.478267e-08
2 32 32 5.350672e-13
3 16 16 2.369999e-14
4 8 8 1.270774e-15
1 64 64 7.412746e-08
2 32 32 5.302040e-13
3 16 16 2.348467e-14
4 8 8 1.259235e-15
1 64 64 7.347801e-08
2 32 32 5.253890e-13
3 16 16 2.327148e-14
4 8 8 1.247812e-15
1 64 64 7.283426e-08
2 32 32 5.206218e-13
3 16 16 2.306040e-14
4 8 8 1.236500e-15
1 64 64 7.219617e-08
2 32 32 5.159016e-13
3 16 16 2.285141e-14
4 8 8 1.225299e-15
1 64 64 7.156368e-08
2 32 32 5.112278e-13
3 16 16 2.264447e-14
4 8 8 1.214208e-15
1 64 64 7.093674e-08
2 32 32 5.066001e-13
3 16 16 2.243956e-14
4 8 8 1.203226e-15
1 64 64 7.031531e-08
2 32 32 5.020176e-13
3 16 16 2.223665e-14
4 8 8 1.192350e-15
1 64 64 6.969933e-08
2 32 32 4.974800e-13
3 16 16 2.203573e-14
4 8 8 1.181582e-15
1 64 64 6.908876e-08
2 32 32 4.929867e-13
3 16 16 2.183677e-14
4 8 8 1.170918e-15
1 64 64 6.848355e-08
2 32 32 4.885371e-13
3 16 16 2.163974e-14
4 8 8 1.160356e-15
1 64 64 6.788365e-08
2 32 32 4.841306e-13
3 16 16 2.144462e-14
4 8 8 1.149898e-15
1 64 64 6.728901e-08
2 32 32 4.797669e-13
3 16 16 2.125140e-14
4 8 8 1.139540e-15
1 64 64 6.669959e-08
2 32 32 4.754454e-13
3 16 16 2.106003e-14
4 8 8 1.129283e-15
1 64 64 6.611534e-08
2 32 32 4.711656e-13
3 16 16 2.087051e-14
4 8 8 1.119123e-15
1 64 64 6.553622e-08
2 32 32 4.669269e-13
3 16 16 2.068282e-14
4 8 8 1.109062e-15
1 64 64 6.496218e-08
2 32 32 4.627290e-13
3 16 16 2.049692e-14
4 8 8 1.099096e-15
1 64 64 6.439318e-08
2 32 32 4.585714e-13
3 16 16 2.031281e-14
4 8 8 1.089227e-15
1 64 64 6.382917e-08
2 32 32 4.544535e-13
3 16 16 2.013046e-14
4 8 8 1.079452e-15
1 64 64 6.327010e-08
2 32 32 4.503750e-13
3 16 16 1.994984e-14
4 8 8 1.069771e-15
1 64 64 6.271594e-08
2 32 32 4.463353e-13
3 16 16 1.977095e-14
4 8 8 1.060181e-15
1 64 64 6.216664e-08
2 32 32 4.423341e-13
3 16 16 1.959376e-14
4 8 8 1.050681e-15
1 64 64 6.162215e-08
2 32 32 4.383709e-13
3 16 16 1.941825e-14
4 8 8 1.041272e-15
1 64 64 6.108244e-08
2 32 32 4.344453e-13
3 16 16 1.924440e-14
4 8 8 1.031952e-15
1 64 64 6.054747e-08
2 32 32 4.305568e-13
3 16 16 1.907220e-14
4 8 8 1.022721e-15
1 64 64 6.001718e-08
2 32 32 4.267051e-13
3 16 16 1.890162e-14
4 8 8 1.013575e-15
1 64 64 5.949155e-08
2 32 32 4.228897e-13
3 16 16 1.873265e-14
4 8 8 1.004515e-15
1 64 64 5.897052e-08
2 32 32 4.191102e-13
3 16 16 1.856527e-14
4 8 8 9.955435e-16
1 64 64 5.845406e-08
2 32 32 4.153663e-13
3 16 16 1.839946e-14
4 8 8 9.866534e-16
1 64 64 5.794213e-08
2 32 32 4.116575e-13
